,id_offre,entreprise,type_contrat,localisation,modalites_de_tetetravail,url,duree_du_contrat,tag recruteur_reactif,titre_job,date_publication
1067,33690195,Setec,CDI,Vitrolles - 13,,https://www.hellowork.com/fr-fr/emplois/33690195.html,,,                         Technicien - Ingenieur Machines Speciales Sud-Est H/F                     ,                         02/04/2023                     
1068,33805770,Société Générale Assurances,CDI,Nanterre - 92,,https://www.hellowork.com/fr-fr/emplois/33805770.html,,,                         Senior Data Engineer - Dataops H/F                     ,                         05/04/2023                     
1069,32814064,Decathlon,CDI,Villeneuve-d'Ascq - 59,,https://www.hellowork.com/fr-fr/emplois/32814064.html,,,                         Juriste Informatique et Nouvelles Technologies H/F                     ,                         14/04/2023                     
1070,32322084,Decathlon Technology,CDI,Croix - 59,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32322084.html,,,                         Senior Data Value Engineer - Data Value Lab F - M - D H/F                     ,                         03/04/2023                     
1071,34155772,Niji,CDI,Issy-les-Moulineaux - 92,,https://www.hellowork.com/fr-fr/emplois/34155772.html,,,                         Product Owner Data H/F                     ,                         13/04/2023                     
1072,34668482,Michael Page,CDI,Paris 16e - 75,,https://www.hellowork.com/fr-fr/emplois/34668482.html,,,                         Consultant en Cybersécurité - Headmind Partners H/F                     ,                                                                                       26/04/2023                     
1073,34668189,Michael Page,CDI,Clamart - 92,,https://www.hellowork.com/fr-fr/emplois/34668189.html,,,                         Manager Transformation Digitale - Industrie 4.0 H/F                     ,                                                                                       26/04/2023                     
1074,34668583,Michael Page,CDI,Paris - 75,,https://www.hellowork.com/fr-fr/emplois/34668583.html,,,                         Data Scientist H/F                     ,                                                                                       26/04/2023                     
1075,34554006,Michael Page,CDI,Paris - 75,,https://www.hellowork.com/fr-fr/emplois/34554006.html,,,                         Manager Data Scientist H/F                     ,                                                                                       23/04/2023                     
1076,33931688,Adsearch,CDI,Toulouse - 31,,https://www.hellowork.com/fr-fr/emplois/33931688.html,,,                         Responsable de Service Expertise-Comptable H/F                     ,                                                                                       07/04/2023                     
1077,34697614,Kelly Services,Intérim,Sisteron - 04,,https://www.hellowork.com/fr-fr/emplois/34697614.html,10 mois,,                         Chimiste de Developpement H/F                     ,                                                                                       26/04/2023                     
1078,34530049,Proman,CDI,Rognac - 13,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34530049.html,,,                         Developpeur .Net H/F                     ,                         22/04/2023                     
1079,34253611,Adsearch,CDI,Marseille 2e - 13,,https://www.hellowork.com/fr-fr/emplois/34253611.html,,,                         Lead Développer Fullstack Java - Angular H/F                     ,                                                                                       16/04/2023                     
